date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:58:11	4307/4307	---M-Z	200	added ('OK')	application/x-javascript	etag:%2210d3-6665a1d9-5f6f2228fddf0ec9;gz%22	https://citwabbnk.online/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/My%20Web%20Sites/citi/citwabbnk.online/wp-includes/js/dist/hooks.min2757.js	(from https://citwabbnk.online/01-2/)
14:58:11	9141/9141	---M-Z	200	added ('OK')	application/x-javascript	etag:%2223b5-6665a1d9-ae99904f714e6582;gz%22	https://citwabbnk.online/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/citi/citwabbnk.online/wp-includes/js/dist/i18n.minc33c.js	(from https://citwabbnk.online/01-2/)
14:58:11	24403/24403	---M-Z	200	added ('OK')	application/x-javascript	etag:%225f53-6665ec31-7d85fc75033d1b4e;gz%22	https://citwabbnk.online/wp-content/plugins/pro-elements/assets/js/frontend.min.js?ver=3.15.1	C:/My%20Web%20Sites/citi/citwabbnk.online/wp-content/plugins/pro-elements/assets/js/frontend.min5829.js	(from https://citwabbnk.online/01-2/)
14:58:11	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-6665a39a-136f0efe07874709;gz%22	https://citwabbnk.online/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/citi/citwabbnk.online/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://citwabbnk.online/01-2/)
14:58:12	21438/21438	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253be-6665a1d9-44d40458a0d76a9a;gz%22	https://citwabbnk.online/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/citi/citwabbnk.online/wp-includes/js/jquery/ui/core.min3f14.js	(from https://citwabbnk.online/01-2/)
14:58:12	39972/39972	---M-Z	200	added ('OK')	application/x-javascript	etag:%229c24-6665a39a-97f6eafe0fe29e78;gz%22	https://citwabbnk.online/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.21.8	C:/My%20Web%20Sites/citi/citwabbnk.online/wp-content/plugins/elementor/assets/js/frontend.min3cad.js	(from https://citwabbnk.online/01-2/)
14:58:12	35398/35398	---M-Z	200	added ('OK')	application/x-javascript	etag:%228a46-6665ec31-f8a15c2b0810b0f7;gz%22	https://citwabbnk.online/wp-content/plugins/pro-elements/assets/js/elements-handlers.min.js?ver=3.15.1	C:/My%20Web%20Sites/citi/citwabbnk.online/wp-content/plugins/pro-elements/assets/js/elements-handlers.min5829.js	(from https://citwabbnk.online/01-2/)
14:58:12	18833/18833	---M-Z	200	added ('OK')	application/x-javascript	etag:%224991-6665a1d9-4becdfa292a99232;gz%22	https://citwabbnk.online/wp-includes/js/underscore.min.js?ver=1.13.4	C:/My%20Web%20Sites/citi/citwabbnk.online/wp-includes/js/underscore.mind584.js	(from https://citwabbnk.online/01-2/)
14:58:13	1426/1426	---M-Z	200	added ('OK')	application/x-javascript	etag:%22592-6665a1d9-af809fdfe3b59540;gz%22	https://citwabbnk.online/wp-includes/js/wp-util.min.js?ver=6.5.4	C:/My%20Web%20Sites/citi/citwabbnk.online/wp-includes/js/wp-util.min380f.js	(from https://citwabbnk.online/01-2/)
14:58:13	771/771	---M-Z	200	added ('OK')	application/x-javascript	etag:%22303-6665a39e-319f33940fdbeeb4;gz%22	https://citwabbnk.online/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.8.8.3	C:/My%20Web%20Sites/citi/citwabbnk.online/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min8cb8.js	(from https://citwabbnk.online/01-2/)
14:58:15	88316/88316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jun%202024%2014:58:15%20GMT	https://citwabbnk.online/01-2/Trident/	C:/My%20Web%20Sites/citi/citwabbnk.online/01-2/Trident/index.html	(from https://citwabbnk.online/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.21.8)
14:58:15	88316/88316	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jun%202024%2014:58:15%20GMT	https://citwabbnk.online/01-2/-negative.svg	C:/My%20Web%20Sites/citi/citwabbnk.online/01-2/-negative.20.delayed	(from https://citwabbnk.online/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.21.8)
14:58:16	88316/88316	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jun%202024%2014:58:16%20GMT	https://citwabbnk.online/01-2/OPR/	C:/My%20Web%20Sites/citi/citwabbnk.online/01-2/OPR/index.html	(from https://citwabbnk.online/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.21.8)
14:58:16	88316/88316	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jun%202024%2014:58:16%20GMT	https://citwabbnk.online/01-2/window.location.href	C:/My%20Web%20Sites/citi/citwabbnk.online/01-2/window.location.href	(from https://citwabbnk.online/wp-content/plugins/pro-elements/assets/js/elements-handlers.min.js?ver=3.15.1)
